#	DR	BN		LS				L2	E		MAE	MSE	RMSE	R2
0	0	TRUE	[64, 32, 16]	0	25		71.942	5200.6312	72.1154	-272.925
1	0	TRUE	[64, 32, 16]	0	50		63.3929	4052.0613	63.6558	-212.4281
2	0	TRUE	[64, 32, 16]	0	75		51.6626	2724.8373	52.2	-142.5213
3	0	TRUE	[64, 32, 16]	0	100		33.7148	1196.5926	34.5918	-62.0263
4	0	TRUE	[64, 32, 16]	0	125		10.6729	154.2819	12.421	-7.1263
5	0	TRUE	[64, 32, 16]	0.0001	25		73.4142	5408.5452	73.5428	-283.8762
6	0	TRUE	[64, 32, 16]	0.0001	50		64.0973	4127.4493	64.2452	-216.3989
7	0	TRUE	[64, 32, 16]	0.0001	75		52.0289	2725.9915	52.211	-142.5821
8	0	TRUE	[64, 32, 16]	0.0001	100		34.4373	1204.9135	34.7119	-62.4646
9	0	TRUE	[64, 32, 16]	0.0001	125		11.1173	142.5804	11.9407	-6.5099
10	0	TRUE	[64, 32, 16]	0.001	25		73.2183	5379.8436	73.3474	-282.3644
11	0	TRUE	[64, 32, 16]	0.001	50		63.6334	4068.1965	63.7824	-213.278
12	0	TRUE	[64, 32, 16]	0.001	75		50.2188	2540.9105	50.4074	-132.8336
13	0	TRUE	[64, 32, 16]	0.001	100		32.8286	1096.7056	33.1165	-56.7651
14	0	TRUE	[64, 32, 16]	0.001	125		10.2733	124.526	11.1591	-5.559
15	0	TRUE	[64, 32, 16]	0.01	25		73.4874	5419.4282	73.6168	-284.4494
16	0	TRUE	[64, 32, 16]	0.01	50		61.9834	3860.9265	62.1364	-202.3608
17	0	TRUE	[64, 32, 16]	0.01	75		50.764	2595.965	50.9506	-135.7334
18	0	TRUE	[64, 32, 16]	0.01	100		32.8489	1098.035	33.1366	-56.8351
19	0	TRUE	[64, 32, 16]	0.01	125		10.2615	124.2846	11.1483	-5.5463
20	0	TRUE	[128, 64, 32]	0	25		70.0702	4932.0687	70.2287	-258.7794
21	0	TRUE	[128, 64, 32]	0	50		52.5667	2805.5977	52.9679	-146.775
22	0	TRUE	[128, 64, 32]	0	75		21.0511	548.8542	23.4276	-27.909
23	0	TRUE	[128, 64, 32]	0	100		4.684	35.6887	5.974	-0.8798
24	0	TRUE	[128, 64, 32]	0	125		4.1434	26.3067	5.129	-0.3856
25	0	TRUE	[128, 64, 32]	0.0001	25		70.6625	5012.1618	70.7966	-262.9981
26	0	TRUE	[128, 64, 32]	0.0001	50		53.6257	2894.7029	53.8024	-151.4683
27	0	TRUE	[128, 64, 32]	0.0001	75		27.8899	796.8297	28.2282	-40.9702
28	0	TRUE	[128, 64, 32]	0.0001	100		6.7432	71.798	8.4734	-2.7817
29	0	TRUE	[128, 64, 32]	0.0001	125		3.9159	23.651	4.8632	-0.2457
30	0	TRUE	[128, 64, 32]	0.001	25		69.5414	4854.9985	69.6778	-254.72
31	0	TRUE	[128, 64, 32]	0.001	50		53.3342	2863.5186	53.5119	-149.8258
32	0	TRUE	[128, 64, 32]	0.001	75		27.8511	794.6698	28.1899	-40.8564
33	0	TRUE	[128, 64, 32]	0.001	100		4.8234	42.3229	6.5056	-1.2292
34	0	TRUE	[128, 64, 32]	0.001	125		3.8656	24.327	4.9322	-0.2813
35	0	TRUE	[128, 64, 32]	0.01	25		69.0637	4788.7824	69.201	-251.2323
36	0	TRUE	[128, 64, 32]	0.01	50		54.2199	2958.7796	54.3947	-154.8434
37	0	TRUE	[128, 64, 32]	0.01	75		26.6028	726.6952	26.9573	-37.2761
38	0	TRUE	[128, 64, 32]	0.01	100		4.5989	32.3931	5.6915	-0.7062
39	0	TRUE	[128, 64, 32]	0.01	125		3.9735	25.8	5.0794	-0.3589
40	0	TRUE	[64, 64]	0	25		64.4812	4182.6443	64.6734	-219.3061
41	0	TRUE	[64, 64]	0	50		31.1267	1054.6121	32.4748	-54.548
42	0	TRUE	[64, 64]	0	75		4.7915	35.0204	5.9178	-0.8446
43	0	TRUE	[64, 64]	0	100		4.0572	25.449	5.0447	-0.3404
44	0	TRUE	[64, 64]	0	125		3.9898	24.6522	4.9651	-0.2985
45	0	TRUE	[64, 64]	0.0001	25		63.9159	4104.2734	64.0646	-215.1782
46	0	TRUE	[64, 64]	0.0001	50		33.871	1166.2236	34.15	-60.4267
47	0	TRUE	[64, 64]	0.0001	75		3.9609	23.3966	4.837	-0.2323
48	0	TRUE	[64, 64]	0.0001	100		3.9104	25.5841	5.0581	-0.3476
49	0	TRUE	[64, 64]	0.0001	125		4.2957	30.2318	5.4983	-0.5924
50	0	TRUE	[64, 64]	0.001	25		64.7172	4207.3029	64.8637	-220.6049
51	0	TRUE	[64, 64]	0.001	50		31.3325	1000.7194	31.6341	-51.7094
52	0	TRUE	[64, 64]	0.001	75		3.8752	24.023	4.9013	-0.2653
53	0	TRUE	[64, 64]	0.001	100		4.0168	25.891	5.0883	-0.3637
54	0	TRUE	[64, 64]	0.001	125		3.8716	26.0655	5.1054	-0.3729
55	0	TRUE	[64, 64]	0.01	25		65.6037	4322.9178	65.7489	-226.6946
